group	target	relative_path	reference_classes	reference_basis	canonical4_crosscheck	status	explained_deviation	conservative_extra_nonrefuting	source_chars	source_evidence	allocator_mismatch_ub	allocator_mismatch_ub_v2	double_free_alloc	double_free_alloc_state	leak_alloc	leak_alloc_state	mir_rvalue_presence	mir_statement_presence	mir_structural_allocator_example	mir_terminator_presence	use_after_free_alloc	use_after_free_alloc_state
corpus	std_mem_forget_mem_leak_rust	a-code_full_rust/std_mem_forget_mem_leak_rust	ML	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT			131	"{""alloc_box"": 1, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 0, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 1, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 0, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	ff	tt	ff	tt	ff	ff
corpus	struct_point_df_only_rust	a-code_full_rust/struct_point_df_only_rust	DF	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	1196	"{""alloc_box"": 1, ""box_from_raw"": 3, ""box_into_raw"": 2, ""checked_arith_source"": 4, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 2, ""raw_deref"": 2, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	unk	unk	unk	unk	ff	tt	ff	tt	ff	ff
corpus	struct_point_mem_leak	a-code_full_rust/struct_point_mem_leak	ML	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		DF:unk	1004	"{""alloc_box"": 1, ""box_from_raw"": 0, ""box_into_raw"": 0, ""checked_arith_source"": 5, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 1, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 2, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	unk	unk	unk	unk	ff	tt	ff	tt	ff	ff
corpus	uaf_mem_leak_ffi	a-code_c_ffi/uaf_mem_leak_ffi	ML,UAF,UB_FFI	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT			6243	"{""alloc_box"": 8, ""box_from_raw"": 3, ""box_into_raw"": 11, ""checked_arith_source"": 106, ""cstring_from_raw"": 0, ""drop_call"": 2, ""forget"": 0, ""free"": 4, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 59, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	ff	ff	unk	unk	ff	tt	ff	tt	unk	unk
corpus	uaf_read_ptr	a-code_full_rust/uaf_read_ptr	UAF	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	325	"{""alloc_box"": 0, ""box_from_raw"": 1, ""box_into_raw"": 0, ""checked_arith_source"": 1, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 1, ""raw_deref"": 1, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	ff	tt	ff	tt	unk	unk
corpus	unsafely-created-owned-type	no_errors_projects/unsafely-created-owned-type		legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk;UB_FFI:unk	3356	"{""alloc_box"": 1, ""box_from_raw"": 1, ""box_into_raw"": 1, ""checked_arith_source"": 8, ""cstring_from_raw"": 0, ""drop_call"": 4, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 2, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	ff	ff	unk	unk	ff	tt	unk	tt	ff	ff
corpus	unsized_struct	no_errors_projects/unsized_struct	ML	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT_EXPLAINED_LEGACY_DEVIATION	ML: legacy reference positive, but target is in no_errors_projects and source retains/drops Vec/Box ownership normally; current ff is source-consistent and legacy ML is not treated as ground truth		2248	"{""alloc_box"": 0, ""box_from_raw"": 2, ""box_into_raw"": 2, ""checked_arith_source"": 17, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 3, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	ff	ff	tt	tt	ff	tt	ff	ff
corpus	vuln_only_mem_leak_but_df_branch_overapprox_FFI	a-code_c_ffi/vuln_only_mem_leak_but_df_branch_overapprox_FFI	DF,ML,UB_FFI	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		UAF:unk	1416	"{""alloc_box"": 1, ""box_from_raw"": 2, ""box_into_raw"": 1, ""checked_arith_source"": 9, ""cstring_from_raw"": 1, ""drop_call"": 1, ""forget"": 0, ""free"": 1, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 4, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	unk	unk	unk	unk	ff	tt	unk	tt	unk	unk
corpus	warning_ub_bool	a-code_c_ffi/warning_ub_bool	UB_FFI	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	909	"{""alloc_box"": 1, ""box_from_raw"": 0, ""box_into_raw"": 1, ""checked_arith_source"": 11, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 5, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 9, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	ff	ff	unk	unk	ff	tt	ff	tt	ff	ff
corpus	warning_ub_int	a-code_c_ffi/warning_ub_int	UB_FFI	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	852	"{""alloc_box"": 1, ""box_from_raw"": 0, ""box_into_raw"": 1, ""checked_arith_source"": 11, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 4, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 9, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	ff	ff	unk	unk	ff	ff	ff	tt	ff	ff
corpus	warning_ub_mult	a-code_c_ffi/warning_ub_mult	UB_FFI	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	1203	"{""alloc_box"": 3, ""box_from_raw"": 0, ""box_into_raw"": 3, ""checked_arith_source"": 15, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 5, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 13, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	ff	ff	unk	unk	ff	tt	ff	tt	ff	ff
corpus	warning_ub_string	a-code_c_ffi/warning_ub_string	UB_FFI	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT		ML:unk	909	"{""alloc_box"": 1, ""box_from_raw"": 0, ""box_into_raw"": 1, ""checked_arith_source"": 11, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 5, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 9, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	unk	unk	ff	ff	unk	unk	ff	tt	ff	tt	ff	ff
corpus	wasm-demo	found vulns/wasm-demo	ML	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT			1835	"{""alloc_box"": 1, ""box_from_raw"": 0, ""box_into_raw"": 1, ""checked_arith_source"": 13, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 6, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	ff	tt	ff	tt	ff	ff
corpus	whisper-rs-example	found vulns/whisper-rs-example	ML	legacy_frozen92	PASS	RESULT_SOURCE_CONSISTENT			2807	"{""alloc_box"": 1, ""box_from_raw"": 0, ""box_into_raw"": 1, ""checked_arith_source"": 15, ""cstring_from_raw"": 0, ""drop_call"": 0, ""forget"": 0, ""free"": 0, ""malloc"": 0, ""ptr_read"": 0, ""raw_deref"": 5, ""string_from_raw"": 0, ""vec_from_raw"": 0}"	ff	ff	ff	ff	unk	unk	ff	tt	ff	tt	ff	ff
registry	unicode-ident-1.0.18			none	n/a	RESULT_CONSISTENT_NO_REFERENCE_ORACLE			0	{}	ff	ff	ff	ff	ff	ff	tt	tt	ff	tt	ff	ff
registry	ryu-1.0.20			none	n/a	RESULT_CONSISTENT_NO_REFERENCE_ORACLE			0	{}	ff	ff	ff	ff	ff	ff	tt	tt	ff	tt	ff	ff
registry	memchr-2.7.4			none	n/a	RESULT_CONSISTENT_NO_REFERENCE_ORACLE			0	{}	ff	ff	ff	ff	ff	ff	tt	tt	ff	tt	ff	ff
